firstName,lastName,Team,Position,college,age,overallRating,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/agility/value,stats/jumping/value,stats/stamina/value,stats/strength/value,stats/awareness/value,stats/bCVision/value,stats/blockShedding/value,stats/breakSack/value,stats/breakTackle/value,stats/carrying/value,stats/catchInTraffic/value,stats/catching/value,stats/changeOfDirection/value,stats/deepRouteRunning/value,stats/finesseMoves/value,stats/hitPower/value,stats/impactBlocking/value,stats/injury/value,stats/jukeMove/value,stats/kickAccuracy/value,stats/kickPower/value,stats/kickReturn/value,stats/leadBlock/value,stats/manCoverage/value,stats/mediumRouteRunning/value,stats/overall/value,stats/passBlock/value,stats/passBlockFinesse/value,stats/passBlockPower/value,stats/playAction/value,stats/playRecognition/value,stats/powerMoves/value,stats/press/value,stats/pursuit/value,stats/release/value,stats/runBlock/value,stats/runBlockFinesse/value,stats/runBlockPower/value,stats/shortRouteRunning/value,stats/spectacularCatch/value,stats/speed/value,stats/spinMove/value,stats/stiffArm/value,stats/tackle/value,stats/throwAccuracyDeep/value,stats/throwAccuracyMid/value,stats/throwAccuracyShort/value,stats/throwOnTheRun/value,stats/throwPower/value,stats/throwUnderPressure/value,stats/toughness/value,stats/trucking/value,stats/zoneCoverage/value,contractYears,contractTotalValue_M,contractAPY_M,contractTotalGuaranteed_M,Development
Dorian,Hermann,Denver,LT,Wyoming,25,63,5/14/00,80,315,1,73,1,Power - OT,78,71,81,90,81,55,15,21,12,8,28,10,19,59,8,9,35,82,88,12,14,12,12,79,10,5,61,65,70,66,6,22,18,11,23,16,68,74,77,10,13,76,11,15,32,3,6,4,8,20,16,91,28,17,3,2.855,0.951667,0.275,Normal
Kemp,Ricardo,Los Angeles A,RE,Vanderbilt,24,63,10/5/00,78,265,1,97,0,Smaller Speed Rusher - DE,87,77,78,77,77,49,34,69,12,26,32,19,33,67,9,69,73,84,83,35,10,14,13,17,33,4,61,46,41,47,5,52,62,33,79,17,46,42,49,13,21,82,33,27,79,9,6,9,7,22,11,85,28,44,3,2.985,0.995,0.02,Normal
Leeland,Fazande,Detroit,MLB,Houston,26,63,10/15/98,71,230,1,15,4,Run Stopper - MLB,88,69,74,85,76,67,26,60,12,10,46,29,47,67,5,46,85,68,91,21,26,26,10,20,58,5,63,45,45,45,6,59,42,32,83,20,45,45,45,15,25,84,21,25,78,6,6,6,6,26,17,90,35,55,1,1.7,1.7,1.7,Normal
Larue,Foggie,Miami,RE,UCLA,24,63,10/13/00,74,260,1,42,1,Smaller Speed Rusher - DE,92,84,89,82,73,51,35,67,23,43,51,35,46,65,5,67,76,76,92,44,19,16,37,28,34,8,65,36,21,22,17,65,57,42,76,25,33,19,15,12,34,83,38,43,70,3,10,12,20,41,29,81,33,41,3,2.84,0.946667,0.07,Normal
Lavon,Sandeman,Dallas,RT,Kansas,27,63,12/8/97,76,315,1,75,5,Power - OT,73,46,79,85,85,76,9,34,12,11,37,10,29,48,4,21,41,82,86,7,12,14,6,75,16,4,61,65,61,68,9,33,32,10,34,10,69,66,68,12,15,64,7,14,35,6,6,6,4,18,15,89,14,11,1,1.17,1.17,0.0,Normal
Vince,Obee,New Orleans,TE,Nebraska,27,63,1/28/98,76,247,1,88,4,Vertical Threat - TE,87,81,79,82,67,64,70,37,17,47,72,69,82,76,50,11,27,63,89,64,19,23,47,58,15,60,63,58,53,57,4,22,12,9,41,63,62,63,57,65,79,84,61,60,35,4,10,16,12,32,11,83,63,19,1,1.3625,1.3625,0.0675,Normal
Fakhir,Hanousek,Atlanta,LT,Wisconsin,23,63,1/15/02,79,318,1,69,0,Agile - OT,73,65,67,87,82,67,19,37,17,8,35,24,29,51,7,31,32,79,89,10,19,15,11,79,11,3,63,69,73,67,5,26,32,12,29,15,71,72,66,15,20,66,11,17,26,8,6,7,7,18,9,86,25,12,4,4.352616,1.088154,0.152616,Normal
Warren,Townsell,Las Vegas,LE,Minnesota,24,63,7/30/01,76,262,1,59,0,Smaller Speed Rusher - DE,83,73,70,78,76,50,29,70,12,24,29,21,30,67,5,67,74,68,89,30,10,16,7,19,34,4,62,42,45,43,6,54,64,26,76,17,47,44,46,12,20,84,25,35,71,5,6,7,7,21,9,83,30,44,3,2.98,0.993333,0.15,Normal
Herbert,Dyal,Baltimore,WR,Nebraska,23,63,10/2/01,75,218,1,86,0,Physical - WR,87,79,86,85,62,64,75,26,29,65,73,79,82,80,63,17,26,39,85,73,18,20,68,26,19,65,63,32,13,19,35,22,16,22,32,69,47,31,30,65,81,85,67,49,26,47,49,52,52,59,50,87,47,24,3,2.972,0.990667,0.007,Normal
Lawrence,Peace,Kansas City,TE,Clemson,22,63,12/9/02,78,241,1,88,0,Vertical Threat - TE,84,77,79,79,71,60,65,36,15,63,76,75,80,72,58,12,35,58,89,63,12,18,18,57,14,64,65,53,52,61,2,29,12,17,36,71,59,55,51,66,74,80,57,62,37,6,10,18,8,27,12,80,67,19,3,2.995,0.998333,0.264,Normal
Myrl,Longwell,Houston,MLB,Illinois,27,63,6/19/98,73,235,1,35,3,Run Stopper - MLB,86,76,74,85,74,63,49,64,12,45,64,60,61,69,3,46,80,72,80,47,7,10,14,27,40,14,65,45,47,46,3,71,53,52,72,16,47,45,43,23,54,79,32,50,83,4,6,3,4,21,9,93,42,55,1,1.7,1.7,0.8,Normal
Zip,Newashe,Arizona,LG,California,27,63,2/9/98,78,316,1,64,4,Agile - G,60,52,65,83,81,70,15,36,11,7,40,15,31,52,1,28,36,80,91,13,15,22,8,82,10,8,64,66,63,69,6,24,30,7,35,16,70,75,71,18,14,55,9,26,35,9,6,7,8,27,11,79,29,10,1,1.195,1.195,0.0,Normal
Val,Piggott,New Orleans,QB,Fresno State,26,63,3/16/99,73,200,1,3,2,Scrambler - QB,87,82,81,82,65,67,73,22,66,50,62,10,35,84,14,12,18,19,82,64,52,59,13,13,10,10,62,16,13,11,83,12,8,10,27,16,17,10,9,10,7,81,64,29,22,70,74,83,74,86,72,87,32,12,4,4.544816,1.136204,0.704816,Normal
Rishard,Mauti,Detroit,LT,Ohio State,29,63,6/4/96,76,293,1,72,7,Agile - OT,55,48,64,83,79,68,10,25,12,12,27,16,18,47,7,10,27,76,84,14,13,14,9,78,12,10,65,71,75,67,4,8,10,9,29,12,67,73,68,12,13,58,11,19,32,5,6,8,6,19,14,94,31,12,1,1.1,1.1,0.0,Normal
Paige,Fouts,New York N,LT,Cincinnati,26,63,5/13/99,77,313,1,55,4,Power - OT,66,51,67,82,85,75,8,45,12,16,38,24,31,51,9,41,57,86,91,7,13,20,14,83,12,1,62,65,67,69,9,52,47,9,51,16,75,73,66,18,22,59,14,8,45,3,6,8,7,24,10,91,15,15,4,8.0,2.0,4.0,Normal
Cassy,Evans,Green Bay,LOLB,Kentucky,23,63,11/28/01,73,238,1,48,0,Run Stopper - OLB,89,74,90,86,67,56,46,68,22,34,54,46,59,77,21,54,77,73,82,51,17,24,7,24,55,21,65,44,42,46,8,60,46,48,80,23,43,48,44,24,54,88,43,41,78,6,6,3,8,26,11,89,43,60,4,8.0,2.0,4.0,Normal
Jayron,Hutchinson,Cleveland,LG,Miami,23,63,8/8/02,76,322,1,67,1,Power - G,68,51,67,88,80,57,20,40,33,30,20,25,27,49,11,25,28,81,87,48,33,28,31,85,31,13,64,72,72,73,34,18,41,31,28,26,70,70,66,18,22,62,25,50,40,32,22,29,21,13,45,82,50,42,1,0.96,0.96,0.0,Normal
Keion,Harrison,Tennessee,LE,Michigan,23,63,5/1/02,76,247,1,92,1,Smaller Speed Rusher - DE,89,65,87,78,74,65,27,65,12,17,34,20,46,69,3,65,70,77,89,31,23,27,8,9,39,4,61,43,43,45,4,65,62,32,77,25,46,47,44,16,22,83,26,29,70,8,6,7,6,26,13,80,28,43,4,4.100736,1.025184,0.080736,Normal
Errict,Gueno,Las Vegas,CB,USC,23,63,7/4/02,74,193,1,39,0,Manto Man - CB,95,70,95,87,60,57,65,44,12,52,50,52,61,87,14,36,61,41,87,72,19,14,46,19,66,19,64,33,30,28,8,52,25,70,69,24,35,35,32,23,63,86,63,33,57,7,6,4,7,26,12,83,29,67,3,2.977,0.992333,0.097,Normal
Saleem,Blakely,Green Bay,TE,Georgia,25,63,3/9/00,79,250,1,86,3,Blocking - TE,79,70,84,79,79,68,61,48,18,49,76,70,73,65,47,38,43,69,86,58,31,36,8,66,12,59,61,61,63,59,5,42,36,15,42,62,67,60,58,63,68,82,56,62,44,7,10,13,9,22,4,90,62,15,1,1.5,1.5,0.125,Normal
Morten,Polowski,Dallas,TE,UL Lafayette,25,63,9/23/99,78,221,1,49,3,Vertical Threat - TE,89,81,87,80,73,56,71,35,17,49,72,74,75,75,57,12,27,66,86,59,18,28,50,53,15,63,61,61,58,58,6,17,9,10,37,61,57,61,57,65,77,85,57,58,35,6,10,17,11,23,12,81,61,19,4,8.0,2.0,4.0,Normal
Earsell,Risher,Green Bay,LG,Cincinnati,23,63,1/17/02,76,322,1,73,0,Power - G,69,53,61,85,89,67,9,29,12,6,19,16,20,55,3,12,28,79,90,12,14,19,12,78,10,6,63,71,64,66,7,27,28,11,19,16,69,69,66,10,16,68,16,14,27,5,6,5,5,22,14,89,28,10,4,4.301672,1.075418,0.101672,Normal
Tiger,Dyko,Jacksonville,C,USC,23,63,6/7/02,76,303,1,60,0,Agile - C,84,64,78,88,80,69,7,28,12,6,34,17,28,59,9,12,16,77,90,12,18,14,13,81,10,6,62,74,71,68,5,27,9,6,29,20,74,70,67,12,18,73,13,11,10,2,6,6,8,19,8,90,23,10,4,4.344308,1.086077,0.144308,Normal
Struggy,Flattery,Chicago,DT,Miami,26,63,9/28/98,77,338,1,64,3,,68,54,73,70,85,64,22,70,15,24,35,15,31,46,3,51,79,87,91,17,15,14,11,34,12,10,63,46,43,43,5,60,66,8,74,14,44,43,44,14,24,55,17,32,78,5,6,5,8,17,12,77,37,14,1,1.03,1.03,0.0,Normal
Early,Casey,Atlanta,ROLB,Maryland,29,63,7/1/96,73,230,1,42,7,Pass Coverage - OLB,83,79,73,82,68,71,39,60,12,21,61,51,60,66,5,48,77,70,83,47,9,17,7,28,56,6,65,45,45,44,9,72,48,62,78,23,41,45,46,16,50,82,33,33,75,5,6,4,5,15,13,81,29,62,1,1.17,1.17,0.0,Normal
Chon,Lamb,Miami,TE,Campbell Univ.,25,63,7/9/00,76,251,1,89,2,Possession - TE,84,73,83,82,74,53,76,34,52,62,73,76,70,69,49,11,28,69,91,68,17,19,35,63,15,59,62,57,56,52,41,23,12,21,39,66,58,59,53,65,71,82,67,65,36,45,52,55,52,57,36,89,71,22,3,2.7075,0.9025,0.0425,Normal
Demetress,Kostka,Tampa Bay,WR,Barton,23,63,3/17/02,70,184,1,19,1,,92,82,87,76,64,62,71,25,23,71,72,70,76,82,62,9,17,35,89,79,12,21,88,21,20,64,65,20,22,16,22,25,12,21,33,62,48,26,27,68,73,89,70,47,30,16,26,33,26,40,40,78,40,27,3,2.84,0.946667,0.01,Normal
Thurman,Doell,Detroit,RG,Buffalo,26,63,10/27/98,77,315,1,74,4,Power - G,64,48,74,78,86,64,14,28,10,10,24,12,26,50,5,10,42,82,89,10,27,33,10,62,10,6,63,65,62,67,6,21,10,10,29,10,72,70,74,13,15,65,10,18,35,5,6,7,6,15,5,84,22,10,1,1.4,1.4,0.3,Normal
Ove,Deibel,Tennessee,FS,Michigan St.,25,63,3/3/00,72,206,1,33,2,Hybrid - S,94,77,85,80,62,56,66,56,15,63,53,52,56,80,16,42,75,51,79,71,13,15,49,28,62,18,62,35,33,34,5,58,33,67,75,25,35,35,38,25,52,89,67,59,62,3,6,9,7,28,7,85,50,67,1,0.795,0.795,0.0,Normal
Kahlil,Virkus,Cincinnati,WR,Wisconsin,27,63,1/6/98,71,189,1,19,3,,94,83,90,82,53,51,77,17,32,68,69,73,76,81,64,12,28,38,90,82,16,17,61,25,22,64,64,25,13,14,20,25,13,15,38,50,52,38,32,59,83,95,71,41,31,24,26,31,33,26,23,82,40,29,1,1.03,1.03,0.0,Normal
Eric,Wrighster,New Orleans,WR,Notre Dame,25,63,3/30/00,74,200,1,81,3,Deep Threat - WR,95,90,95,82,63,50,74,36,23,64,72,76,74,88,64,12,41,50,82,69,22,23,50,26,38,69,62,44,23,23,5,42,9,45,40,74,46,21,25,66,76,92,62,52,42,3,10,14,9,32,19,87,34,35,4,8.0,2.0,4.0,Normal
Buff,Lindsey,Green Bay,MLB,Iowa,27,63,5/24/98,75,242,1,54,5,Run Stopper - MLB,84,78,78,85,79,61,70,68,18,47,65,48,54,68,15,48,81,80,94,71,20,16,9,16,53,28,62,45,46,44,20,62,55,43,76,12,45,48,45,33,47,86,58,54,77,14,21,29,14,18,19,88,46,61,1,1.17,1.17,0.0,Normal
Cortez,Faurot,Denver,ROLB,Fresno State,24,63,12/4/00,74,225,1,56,1,Run Stopper - OLB,77,80,78,82,68,67,44,66,12,25,65,57,64,75,6,52,75,68,95,48,16,6,11,17,58,7,64,46,48,44,6,64,66,50,82,18,41,45,43,18,59,79,43,28,77,4,6,5,5,37,9,81,37,64,1,0.795,0.795,0.0,Normal
Domata,Serini,Carolina,RG,Cincinnati,24,63,8/8/01,77,320,1,67,0,Power - G,69,42,79,79,94,55,11,27,13,12,26,14,24,53,7,8,27,78,87,10,7,16,11,71,11,8,65,72,66,70,4,10,17,11,25,13,73,68,66,14,8,65,10,15,26,6,6,3,5,12,14,85,31,12,3,2.975,0.991667,0.06,Normal
Santonio,Jue,Chicago,SS,LSU,23,63,5/22/02,74,207,1,35,0,Hybrid - S,93,77,88,91,63,60,69,50,25,51,59,53,66,75,15,34,77,56,87,65,16,18,41,26,63,21,62,33,33,33,14,59,33,59,72,25,37,36,34,29,59,89,57,43,66,15,17,22,21,30,18,86,51,65,3,2.975,0.991667,0.01,Normal
Lorne,Moe,Kansas City,RE,Georgia,26,63,11/9/98,75,275,1,94,4,Power Rusher - DE,79,69,74,72,78,59,42,71,12,34,42,27,34,54,17,65,83,86,85,41,10,14,10,24,15,21,63,45,45,45,6,56,72,19,71,26,45,45,45,24,34,75,34,42,78,6,6,6,6,12,10,78,33,21,1,1.7,1.7,0.8,Normal
Steven,Corzine,Baltimore,LE,Lafayette,25,63,8/26/00,75,250,1,59,2,Power Rusher - DE,77,74,68,83,80,62,49,70,22,34,46,41,41,71,19,60,79,75,86,47,9,14,14,31,39,28,65,42,39,38,17,62,69,41,80,22,48,45,42,38,49,76,45,44,73,15,21,27,21,26,10,84,51,44,3,2.697,0.899,0.02,Normal
Willard,Poillon,New York A,RG,Oklahoma,26,63,2/14/99,77,318,1,77,3,Power - G,68,55,64,82,90,60,20,32,10,18,20,11,17,49,7,20,37,83,91,21,14,15,6,65,10,10,62,68,58,68,6,20,21,11,28,9,73,70,74,10,12,64,16,27,29,6,6,8,4,20,11,84,33,10,4,8.0,2.0,4.0,Normal
Antonio,Naposki,Seattle,RT,Iowa,23,63,5/7/02,77,307,1,78,0,Power - OT,72,67,74,88,84,66,11,41,13,13,33,18,23,47,26,31,31,79,87,24,9,8,31,73,11,28,61,69,69,69,6,34,38,13,26,31,69,69,73,27,16,62,27,19,31,5,6,5,4,26,10,88,31,12,4,4.325924,1.081481,0.125924,Normal
Dwaine,Margucci,Las Vegas,ROLB,Baylor,24,63,9/9/00,74,236,1,42,0,Run Stopper - OLB,89,86,82,87,70,56,39,63,23,45,54,48,55,72,15,57,80,69,85,45,20,21,11,23,53,19,64,45,44,44,6,53,50,47,80,20,46,44,45,25,52,82,48,45,75,3,6,3,7,25,13,86,44,61,3,2.975,0.991667,0.01,Normal
Ned,Wehrli,Denver,WR,San Diego,27,63,12/5/97,70,190,1,83,4,,86,85,80,88,48,54,82,21,24,74,72,76,76,83,67,9,17,39,87,74,19,19,62,19,18,63,63,31,18,19,22,23,12,12,36,56,46,33,33,70,74,84,69,41,23,15,19,28,24,34,11,78,35,25,1,0.96,0.96,0.0,Normal
Theophile,Farrier,Detroit,RG,Temple,27,63,1/13/98,75,295,1,62,2,Agile - G,82,69,73,81,79,62,13,33,12,14,37,21,28,62,7,18,38,75,92,30,10,11,9,79,12,11,61,67,65,62,4,25,29,13,32,14,65,70,67,23,25,72,9,24,30,7,7,9,8,16,4,87,26,12,1,0.795,0.795,0.0,Normal
Daroll,Roy,New Orleans,TE,UCLA,22,63,3/17/03,78,260,1,80,0,Possession - TE,82,77,77,84,77,66,67,39,28,67,67,72,79,68,56,28,37,63,88,59,31,23,28,56,30,55,61,52,55,54,22,25,32,9,41,64,65,62,64,61,70,79,61,56,42,12,20,15,19,19,24,88,65,23,4,4.301672,1.075418,0.101672,Normal
Lashaun,Almodobar,Los Angeles A,CB,Iowa State,22,63,11/26/02,69,203,1,49,0,Manto Man - CB,92,73,81,85,61,55,66,43,14,48,56,58,64,76,15,37,56,46,86,67,14,10,54,12,69,21,61,33,30,32,9,56,31,66,72,23,39,32,32,24,62,90,63,30,51,5,6,3,4,24,11,77,30,68,3,2.975,0.991667,0.01,Normal
Dobie,Hasselbeck,Los Angeles N,FS,N. Illinois,23,63,5/23/02,72,194,1,43,0,Hybrid - S,89,88,82,86,58,57,62,49,14,56,61,57,64,90,13,32,77,61,83,63,11,17,42,27,62,18,62,32,38,37,3,56,34,59,70,25,31,39,37,26,56,90,60,45,68,6,6,7,5,27,11,88,53,64,3,2.98,0.993333,0.015,Normal
Avion,Lyles,Atlanta,CB,Southern Miss,25,63,12/11/99,70,175,1,35,2,Zone - CB,91,84,76,82,50,67,65,45,16,51,60,62,68,81,20,36,59,45,94,69,14,14,53,9,61,26,61,21,25,26,19,62,24,64,74,19,27,29,30,24,72,89,65,30,55,17,24,33,21,32,15,81,27,65,1,0.795,0.795,0.0,Normal
Rock,Bulger,New Orleans,RG,Old Dominion,25,63,8/14/00,78,316,1,64,2,Power - G,76,59,75,85,85,68,23,30,12,25,23,22,23,62,17,23,38,83,90,23,10,15,8,71,11,15,61,72,70,71,5,20,34,9,26,14,63,67,67,17,14,65,17,26,29,3,6,9,6,27,10,82,32,11,4,4.682284,1.170571,0.842284,Normal
Cookie,Gravelle,San Francisco,RG,Fordham,26,63,6/22/99,78,316,1,63,3,Agile - G,86,61,73,87,84,68,31,40,12,26,36,25,35,54,25,30,41,79,91,22,13,21,9,76,10,25,64,64,71,65,6,36,35,11,41,32,66,69,62,27,36,70,25,38,36,8,6,9,8,16,12,82,33,10,4,3.850356,0.962589,0.190356,Normal
Maa,Rowell,Pittsburgh,LG,Ole Miss,24,63,10/7/00,76,305,1,61,2,Power - G,74,59,69,81,84,70,22,32,14,27,41,30,38,53,17,25,27,72,96,24,16,16,10,78,11,21,62,66,65,72,6,36,39,10,38,17,68,72,66,24,34,64,23,21,24,5,8,9,8,27,11,82,30,12,1,1.03,1.03,0.0,Normal
Darnerien,Rhymes,Detroit,LE,Eastern Michigan,31,63,11/1/93,76,300,1,95,8,Smaller Speed Rusher - DE,82,72,77,75,80,60,27,75,12,12,22,26,30,64,4,72,76,88,90,22,24,15,8,10,21,9,63,43,44,44,5,56,59,18,70,14,44,44,47,19,19,74,13,37,76,4,6,8,7,27,11,83,35,29,1,1.355,1.355,0.3,Normal
Calvin,Sexton,Tampa Bay,TE,Purdue,25,63,6/15/00,78,253,1,87,2,Possession - TE,86,80,86,87,70,60,71,39,11,65,74,79,78,68,51,12,44,69,88,66,18,21,20,57,14,57,61,59,55,53,17,15,11,17,37,63,58,55,61,58,71,75,65,59,40,11,20,25,24,20,9,88,61,21,4,4.084976,1.021244,0.244976,Normal
Dickie,Defilippo,Miami,QB,Texas,22,63,3/15/03,74,214,1,14,0,Field General - QB,76,77,69,91,68,67,60,29,57,54,54,27,38,74,26,28,22,28,90,46,31,35,15,28,38,14,62,30,19,23,86,46,29,30,46,27,16,17,20,22,33,76,40,25,22,75,76,78,76,85,79,83,29,19,4,4.331576,1.082894,0.131576,Normal
Marshawn,Conlin,Jacksonville,TE,Bowling Green St.,26,63,1/21/99,74,252,1,45,4,Vertical Threat - TE,86,76,79,83,69,60,80,32,31,65,76,77,80,66,56,34,32,57,88,69,12,19,42,45,22,57,64,55,53,46,11,32,36,24,45,68,59,58,48,56,84,81,68,65,41,10,15,25,18,29,10,77,61,28,1,1.15,1.15,0.365,Normal
Hokie,Talib,San Francisco,LE,Georgia,26,63,8/18/99,76,250,1,51,2,Power Rusher - DE,93,74,76,71,67,66,48,68,15,39,43,35,45,70,20,57,79,81,87,47,15,13,8,44,34,32,64,46,44,45,5,63,67,47,78,38,47,47,46,32,43,90,43,48,72,7,6,5,6,22,11,75,41,50,4,8.0,2.0,4.0,Normal
Chandler,Knapp,San Francisco,TE,San Diego,30,63,1/26/95,77,235,1,82,7,Possession - TE,79,71,69,80,73,68,60,29,14,46,72,78,82,67,52,15,28,63,92,60,16,14,21,58,14,61,61,57,51,53,9,18,18,13,27,64,57,57,58,61,80,81,54,58,36,5,10,14,8,32,8,83,64,21,4,8.0,2.0,4.0,Normal
Orland,Reis,Buffalo,RT,Connecticut,27,63,3/22/98,78,307,1,74,2,Agile - OT,77,68,73,82,81,68,11,41,12,3,35,22,37,60,12,28,34,71,94,8,12,20,9,83,12,14,63,65,70,66,5,19,41,9,34,24,69,72,65,21,26,64,8,12,39,4,6,5,5,14,14,84,23,12,1,1.03,1.03,0.0,Normal
Cordell,Kanicki,Miami,LT,Michigan,25,63,2/28/00,78,307,1,77,2,Power - OT,79,73,75,85,77,69,44,35,21,44,51,47,44,59,31,40,48,74,90,37,47,56,14,78,10,40,62,65,66,67,29,41,45,9,50,50,70,71,76,40,41,65,39,43,43,34,42,49,25,44,24,83,38,11,1,0.96,0.96,0.0,Normal
Burton,Codie,Indianapolis,TE,Michigan,27,63,12/28/97,77,238,1,49,5,Vertical Threat - TE,85,72,85,81,70,59,62,39,14,50,67,76,81,75,56,36,43,63,86,62,17,19,20,57,14,58,65,58,56,58,4,39,41,18,42,64,57,56,57,63,76,83,56,63,53,5,10,13,10,29,10,81,61,21,1,1.17,1.17,0.0,Normal
Jarvis,Sisley,Los Angeles N,CB,Appalach. St.,26,63,10/17/98,69,180,1,24,3,Slot - CB,94,90,87,85,44,56,63,48,19,53,58,58,72,90,19,37,56,41,87,67,15,14,46,16,62,15,64,26,15,18,4,61,30,75,67,18,32,24,22,26,63,90,56,27,56,4,6,5,8,33,13,74,26,66,1,1.03,1.03,0.0,Normal
Slick,Swiadon,Tampa Bay,FS,Colorado,25,63,2/9/00,72,196,1,28,0,Zone - S,91,79,83,89,58,69,64,46,14,54,62,58,68,83,14,34,75,54,84,61,11,18,40,25,59,20,62,34,35,33,4,65,31,61,75,26,39,32,35,29,56,84,58,45,62,2,6,8,7,22,11,83,46,65,3,2.966572,0.988857,0.001572,Normal
Tommy,Treggs,Minnesota,WR,Texas,23,63,11/9/01,68,162,1,83,0,,88,77,81,81,57,66,75,20,21,72,71,76,82,77,65,8,20,31,86,75,17,15,80,23,19,64,61,20,16,21,18,27,9,23,27,58,38,23,21,71,78,86,77,45,20,9,15,22,16,27,20,83,34,24,3,2.98,0.993333,0.205,Normal
Marq,Simington,New York A,TE,Old Dominion,26,63,10/8/98,76,226,1,84,3,Vertical Threat - TE,88,79,89,76,62,61,74,34,77,66,75,71,76,77,61,16,27,50,89,76,13,19,60,29,14,57,62,43,42,41,63,39,18,20,41,57,43,50,43,63,76,87,68,65,38,63,65,69,75,75,51,77,70,15,4,8.0,2.0,4.0,Normal
Champ,Dallafior,Miami,CB,Louisville,24,63,12/15/00,72,195,1,36,1,Zone - CB,94,81,90,84,65,60,62,46,14,57,64,62,70,84,22,43,60,47,89,70,17,18,70,16,60,25,63,24,23,27,6,61,37,64,70,28,24,23,27,32,62,90,64,34,50,8,7,10,8,19,8,81,36,64,3,2.85,0.95,0.17,Normal
Percell,Hogeboom,Atlanta,TE,Oregon State,25,63,3/15/00,78,258,1,85,3,Possession - TE,77,75,75,80,78,55,63,44,18,58,71,79,75,69,51,34,44,70,88,62,18,27,15,53,10,62,65,53,55,58,7,37,37,10,44,59,64,59,65,69,75,72,53,66,44,4,10,16,8,27,8,80,67,12,1,1.1,1.1,0.0,Normal
Andrae,Barni,Buffalo,LT,None,24,63,2/17/01,79,301,1,67,1,Agile - OT,82,76,65,78,79,49,25,35,21,18,41,35,36,61,27,25,44,73,88,33,47,55,9,85,9,27,64,70,78,63,9,25,30,10,41,26,67,73,71,30,36,77,31,48,35,17,22,26,12,30,6,83,42,9,4,4.141584,1.035396,0.121584,Normal
Yeremiah,D'Onofrio,Las Vegas,DT,Baylor,24,63,2/26/01,75,277,1,68,0,,88,68,81,90,81,54,24,71,12,15,35,22,35,62,3,59,77,83,85,21,10,20,12,29,16,5,63,44,46,46,5,52,65,19,68,17,46,43,46,13,22,79,20,27,76,4,6,5,8,18,12,88,32,20,4,8.0,2.0,4.0,Normal
Rey,Bertelli,Los Angeles A,QB,North Dakota St.,25,63,5/9/00,76,224,1,5,4,Scrambler - QB,89,93,85,84,73,34,86,35,75,77,68,31,51,88,18,21,51,38,83,76,15,29,43,25,32,17,61,15,18,14,86,33,22,29,56,19,26,13,15,30,35,89,75,57,55,77,75,80,78,90,74,87,70,40,1,2.0,2.0,1.5,Normal
Thurlow,Gossage,Green Bay,C,Georgia,25,63,1/23/00,76,310,1,64,4,Power - C,59,47,61,85,81,71,6,25,12,6,26,10,22,48,8,8,14,84,83,11,18,23,10,76,12,3,61,65,63,66,5,11,12,12,30,13,71,72,73,12,13,57,13,6,38,4,6,3,4,23,9,83,23,12,1,1.1,1.1,0.0,Normal
Senderrick,Eichenlaub,New York N,MLB,TCU,29,63,12/31/95,73,241,0,47,6,Run Stopper - MLB,90,81,86,80,73,53,65,66,49,47,53,30,47,77,3,64,81,80,84,64,11,22,9,20,50,4,61,46,45,44,54,57,55,32,85,20,45,45,42,16,34,87,53,54,78,56,52,53,58,70,42,88,58,55,4,8.0,2.0,4.0,Normal
Tod,Platukis,Buffalo,LT,UCF,25,63,10/4/99,77,309,1,68,1,Agile - OT,78,73,87,78,81,67,52,49,49,34,54,49,51,65,37,45,53,81,91,46,12,13,14,77,12,36,65,68,67,70,32,43,58,6,50,52,73,70,70,44,51,75,41,59,49,45,48,53,41,53,37,78,59,13,4,4.189912,1.047478,0.169912,Normal
Leland,Worrell,Minnesota,RE,BYU,26,63,5/2/99,78,271,1,96,0,Power Rusher - DE,81,78,83,77,79,50,33,69,12,21,35,20,38,68,5,65,79,64,84,30,17,15,13,18,35,7,62,47,44,47,5,50,68,28,77,16,49,43,42,13,23,79,27,32,73,9,6,8,5,20,9,81,32,44,3,2.99,0.996667,0.259,Normal
Maurkice,Psaltis,Chicago,FS,Oregon,22,63,9/30/02,70,195,1,33,0,Zone - S,95,78,84,92,53,58,63,48,14,49,58,58,70,85,21,33,72,59,88,60,12,19,77,22,62,25,61,36,32,37,9,60,38,65,72,23,35,36,38,29,56,91,60,40,61,8,6,3,5,24,10,85,47,66,3,2.98,0.993333,0.105,Normal
Rulon,Karcis,Minnesota,RT,Oklahoma,24,63,3/9/01,78,322,1,73,1,Power - OT,68,53,80,81,83,62,15,21,12,10,29,15,40,53,9,13,36,82,86,24,18,24,8,77,8,4,65,70,73,69,6,14,14,10,22,18,69,71,67,9,14,66,19,16,37,6,7,12,6,22,9,88,39,8,4,4.246592,1.061648,0.226592,Normal
Monroe,Cornelison,Los Angeles N,WR,Florida AM,27,63,9/21/97,69,174,0,19,2,,94,79,83,80,58,55,79,25,29,76,74,75,77,78,66,9,32,32,83,75,20,22,71,22,13,68,63,22,12,9,29,18,12,12,31,67,39,29,19,66,76,89,69,58,29,29,32,39,35,48,30,81,51,17,2,1.755,0.8775,0.0,Normal
